"id","sitlab","ecivil","edadboda","hermanos","hijos","edad","mesnaz","zodiaco","educ","titestud","titpadre","titmadre","sexo","raza","ingfam91","ingper91","región","dimhabit","tamaño","partido","voto92","tendpol","penacap","leyarmas","legdroga","relig","vida","hijosidl","píldora","educsex","cachete","eutan","periódic","horastv","banda","country","counwest","blues","musical","clásica","folk","jazz","opera","rap","hvymetal","deportes","museos","telenov","telenoti","espectv","ciencias","amantes","frecsex","casaprop","indsocec","cohorte","ingreso4","titestu2","edadcat4","política","región4","casado2","clasica3","jazz3","rap3","blues3"
"1376",1472,"Desempleado, despedido","Soltero",NA,6,"2",19,"Julio","Leo",11,"Elemental","Medio","Medio","Hombre","Otra","$7000-7999",NA,NA,NA,NA,"Republicano","Ha votado","Moderado","A Favor",NA,"En Contra","Protestante",NA,"3","Completamenete de Acuerdo","A Favor","En Desacuerdo","Sí","Una vez a la semana",2,NA,"Me gusta a ratos","Me gusta mucho","Me disgusta","No me gusta","No me gusta","No me gusta","No me gusta","Me disgusta","Me gusta a ratos","Me disgusta","No","No","Varios días a la semana","Varios días al mes","Varios días al mes","Probablemente cierto","1 Compañero","4+ veces a la semana","En alquiler","28,6",1974,"24,999 o menos","Sin Bachillerato","18-29","Moderado",NA,"No","Me disgusta","Me disgusta","Me gusta a ratos","Me disgusta"
"1377",1473,"Ama de casa","Divorciado",14,9,"2",27,"Noviembre","Escorpio",9,"Medio","Elemental",NA,"Mujer","Blanca","$22500-24999",NA,NA,NA,NA,"Simpatizante Republicano","No ha votado","Moderado","A Favor","A Favor","A Favor","Ninguna","Rutinaria",NA,NA,NA,NA,NA,NA,6,"No me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta","Me gusta","Sí","Sí","Varios días a la semana","Diariamente","Varios días a la semana","Completamente cierto","1 Compañero","Una vez a la semana",NA,"32,4",1966,"24,999 o menos","Sin Bachillerato","18-29","Moderado",NA,"No","Me disgusta","Me gusta a ratos","Me gusta","Me gusta"
"1378",1474,"A tiempo completo","Soltero",NA,3,"1",29,"Marzo","Piscis",12,"Medio",NA,"Medio","Hombre","Blanca","$8000-9999","$8000-9999",NA,NA,NA,"Independiente","No ha votado","Ligeramente conservador","A Favor","A Favor","A Favor","Ninguna","Rutinaria",NA,NA,NA,NA,NA,NA,6,"Me gusta a ratos","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","Me gusta mucho","No","No","Diariamente","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","Una vez al mes",NA,"40,9",1964,"24,999 o menos","Sin Bachillerato","18-29","Tendencia conservadora",NA,"No","Me disgusta","Me disgusta","Me disgusta","Me disgusta"
"1379",1475,"Ama de casa","Viudo",18,13,"Ocho o más",73,"Mayo","Géminis",8,"Elemental","Elemental","Elemental","Mujer","Blanca","$8000-9999",NA,NA,NA,NA,"Demócrata Militante","Ha votado","Conservador","En Contra",NA,"En Contra","Católico",NA,"Tantos como se quiera","Completamenete de Acuerdo","A Favor","De Acuerdo","No","Diariamente",5,"Me gusta","No me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me disgusta","Me gusta a ratos","Sí","Sí","Diariamente","Diariamente","Varios días al mes","Probablemente falso","Ninguno","Ninguna","Casa propia","29,1",1920,"24,999 o menos","Sin Bachillerato","50+","Conservador",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta a ratos"
"1380",1476,"A tiempo completo","Divorciado",21,5,"3",39,"Marzo","Piscis",16,"Diploma universitario","Medio","Elemental","Hombre","Blanca","$30000-34999","$30000-34999",NA,NA,NA,"Republicano Militante","Ha votado","Ligeramente conservador","A Favor",NA,"En Contra","Protestante",NA,"2","Completamenete de Acuerdo","A Favor","De Acuerdo","Sí","Menos de una vez a la semana",4,"Me gusta","Me gusta a ratos","Me gusta","No me gusta","No me gusta","Me disgusta","Me gusta","Me gusta a ratos","Me disgusta","Me disgusta","No me gusta","Sí","No","Varios días a la semana","Varios días a la semana","Varios días a la semana","Probablemente falso","1 Compañero","2-3 veces a la semana","En alquiler","47,6",1954,"25,000 - 39,999","Bachiller","30-39","Tendencia conservadora",NA,"No","Me disgusta","Me gusta a ratos","Me disgusta","Me disgusta"
"1381",1477,"Retirado","Casado",24,12,"5",72,"Marzo","Aries",8,"Elemental",NA,NA,"Hombre","Blanca","$20000-22499",NA,NA,NA,NA,"Independiente","Ha votado","Ligeramente conservador","A Favor",NA,"En Contra","Protestante",NA,"2","En Desacuerdo","En Contra","Completamenete de Acuerdo","Sí","Diariamente",3,"Me gusta a ratos","Me gusta","Me gusta",NA,"Me gusta","Me gusta","Me gusta","No me gusta","Me gusta a ratos","No me gusta","Me disgusta","Sí","No","Varios días a la semana","Diariamente","Varios días al mes","Completamente falso",NA,"Una vez al mes","Casa propia","49,9",1921,"24,999 o menos","Sin Bachillerato","50+","Tendencia conservadora",NA,"Sí","Me gusta","Me disgusta","Me disgusta",NA
"1382",1478,"Ama de casa","Casado",21,0,"2",49,"Octubre","Libra",14,"Medio",NA,"Medio","Mujer","Blanca","$30000-34999",NA,NA,NA,NA,"Simpatizante Republicano","Ha votado","Conservador","A Favor","En Contra","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,4,"Me gusta","Me disgusta","Me disgusta","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta","Me disgusta","Me disgusta","Me disgusta","Sí","Sí","Raramente","Diariamente","Varios días al mes","Completamente falso","1 Compañero","Una vez a la semana",NA,"38,4",1944,"25,000 - 39,999","Sin Bachillerato","40-49","Conservador",NA,"Sí","Me gusta","Me gusta","Me disgusta","Me gusta a ratos"
"1383",1479,"A tiempo parcial","Casado",16,6,"4",43,"Mayo","Tauro",12,"Medio","Elemental","Elemental","Mujer","Blanca","$35000-39999",NA,NA,NA,NA,"Simpatizante Republicano","Ha votado","Conservador","A Favor","A Favor",NA,"Protestante","Rutinaria","2","De Acuerdo","A Favor","De Acuerdo","Sí","Varios días a la semana",2,"Me gusta a ratos","Me gusta a ratos","Me gusta","No me gusta","Me gusta","Me gusta a ratos","Me gusta","No me gusta","Me disgusta","Me gusta a ratos","Me disgusta","Sí","No","Diariamente","Varios días al mes","Raramente","Completamente falso","1 Compañero","Una vez al mes","Casa propia","50,7",1950,"25,000 - 39,999","Sin Bachillerato","40-49","Conservador",NA,"Sí","Me gusta a ratos","Me disgusta","Me gusta a ratos","Me disgusta"
"1384",1480,"A tiempo completo","Casado",27,7,"0",31,"Octubre","Escorpio",15,"Medio","Elemental",NA,"Hombre","Blanca","$35000-39999","$30000-34999",NA,NA,NA,"Independiente","Ha votado","Moderado","A Favor",NA,NA,"Católico",NA,"2","De Acuerdo","A Favor","De Acuerdo","Sí","Diariamente",1,"Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me disgusta","Sí","No","Diariamente","Diariamente","Raramente","Probablemente falso","1 Compañero","Una vez a la semana","Casa propia","28,4",1962,"25,000 - 39,999","Sin Bachillerato","30-39","Moderado",NA,"Sí","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos"
"1385",1481,"A tiempo completo","Divorciado",20,5,"2",31,"Abril","Tauro",13,"Medio","Elemental","Diploma universitario","Mujer","Blanca","$15000-17499","$10000-12499",NA,NA,NA,"Demócrata","Ha votado","Moderado","A Favor","A Favor",NA,"Protestante","Rutinaria","2","Completamente en Desacuerdo","A Favor","De Acuerdo","Sí","Diariamente",2,"No me gusta","Me gusta","Me gusta mucho","Me gusta","No me gusta","No me gusta","No me gusta","Me gusta a ratos","Me disgusta","No me gusta","Me gusta a ratos","Sí","No","Varios días a la semana","Varios días a la semana","Raramente","Probablemente falso","1 Compañero","Una vez al mes","En alquiler","32",1962,"24,999 o menos","Sin Bachillerato","30-39","Moderado",NA,"No","Me disgusta","Me gusta a ratos","Me disgusta","Me gusta"
"1386",1482,"A tiempo completo","Casado",20,1,"2",55,"Junio","Géminis",16,"Diploma universitario",NA,"Medio","Hombre","Blanca","$60000-74999","$40000-49999",NA,NA,NA,"Republicano Militante","Ha votado","Moderado","A Favor","A Favor",NA,"Protestante","Excitante","2","Completamente en Desacuerdo","A Favor","Completamente en Desacuerdo","Sí","Diariamente",3,"Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","Me disgusta","Me disgusta","No","No","Diariamente","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","Una vez a la semana","Casa propia","80,9",1938,"60,000 o más","Bachiller","50+","Moderado",NA,"Sí","Me gusta","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"1387",1483,"A tiempo completo","Divorciado",24,3,"1",28,"Mayo","Géminis",12,"Medio","Medio","Medio","Hombre","Blanca","$17500-19999","$17500-19999",NA,NA,NA,"Simpatizante Republicano","No ha votado","Ligeramente conservador","A Favor",NA,"A Favor","Protestante",NA,"2","Completamenete de Acuerdo","A Favor","En Desacuerdo","Sí","Una vez a la semana",6,"No me gusta","Me gusta a ratos","No me gusta","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","No me gusta","No me gusta","Me gusta","No","No","Diariamente","Diariamente","Diariamente","Probablemente cierto","1 Compañero","Una vez a la semana","Casa propia","33,1",1965,"24,999 o menos","Sin Bachillerato","18-29","Tendencia conservadora",NA,"No","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"1388",1484,"Retirado","Casado",21,8,"5",73,"Octubre","Libra",12,"Medio","Elemental","Elemental","Mujer","Blanca","Rehusa",NA,NA,NA,NA,"Demócrata Militante","Ha votado","Conservador","A Favor","A Favor","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,5,"Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me disgusta","Me disgusta","No","No","Raramente","Diariamente","Raramente","Completamente falso","1 Compañero","Una vez al mes",NA,"32,4",1920,"60,000 o más","Sin Bachillerato","50+","Conservador",NA,"Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"1389",1485,"A tiempo parcial","Soltero",NA,2,"0",22,"Febrero","Acuario",12,"Medio","Licenciado","Medio","Hombre","Blanca","$10000-12499","$10000-12499",NA,NA,NA,"Demócrata","Ha votado","Moderado","A Favor","A Favor",NA,"Protestante","Rutinaria","3","De Acuerdo","A Favor","De Acuerdo","Sí","Varios días a la semana",5,"Me gusta a ratos","Me gusta a ratos","Me gusta","No me gusta","No me gusta","No me gusta","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta","Me gusta","Sí","Sí","Raramente","Varios días a la semana","Diariamente","Probablemente falso","3 Compañeros","2-3 veces al mes","Otro","32,3",1971,"24,999 o menos","Sin Bachillerato","18-29","Moderado",NA,"No","Me disgusta","Me gusta a ratos","Me gusta","Me disgusta"
"1390",1486,"A tiempo completo","Divorciado",23,3,"0",30,"Agosto","Leo",14,"Bachillerato","Medio","Medio","Mujer","Blanca","$17500-19999","$17500-19999",NA,NA,NA,"Demócrata","No ha votado","Moderado","A Favor",NA,"En Contra","Católico",NA,"3","De Acuerdo","A Favor","De Acuerdo","Sí","Varios días a la semana",1,"Me gusta a ratos",NA,"Me gusta mucho","No me gusta","Me gusta a ratos","Me disgusta","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me disgusta","Me disgusta","Sí","No","Varios días a la semana","Varios días a la semana","Varios días al mes","Probablemente cierto","1 Compañero","Una vez a la semana","En alquiler","50,7",1963,"24,999 o menos","Sin Bachillerato","30-39","Moderado",NA,"No","Me disgusta","Me gusta a ratos","Me disgusta","Me disgusta"
"1391",1487,"Ama de casa","Divorciado",28,4,"4",46,"Marzo","Piscis",12,"Medio","Elemental","Medio","Mujer","Blanca","$5000-5999",NA,NA,NA,NA,"Demócrata Militante","Ha votado","Moderado","A Favor",NA,"A Favor","Protestante",NA,"2","En Desacuerdo","A Favor","En Desacuerdo","Sí","Diariamente",4,"No me gusta","Me gusta a ratos","Me gusta mucho","No me gusta","Me disgusta","No me gusta","Me gusta a ratos",NA,"Me disgusta","No me gusta","Me gusta","No","No","Varios días a la semana","Diariamente","Raramente","Probablemente cierto","Ninguno","Ninguna","En alquiler","38",1947,"24,999 o menos","Sin Bachillerato","40-49","Moderado",NA,"No","Me disgusta",NA,"Me disgusta","Me disgusta"
"1392",1488,"Estudiante","Soltero",NA,2,"0",25,"Marzo","Piscis",15,"Bachillerato","Medio","Medio","Hombre","Blanca","$20000-22499","$5000-5999",NA,NA,NA,"Simpatizante Republicano","Ha votado","Moderado","A Favor",NA,"En Contra","Católico",NA,"3","Completamente en Desacuerdo","A Favor","De Acuerdo","Sí","Diariamente",1,"Me gusta","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","Me disgusta","Me disgusta","Sí","Sí","Varios días a la semana","Diariamente","Varios días a la semana","Completamente cierto","1 Compañero","2-3 veces a la semana","En alquiler","32,3",1968,"24,999 o menos","Sin Bachillerato","18-29","Moderado",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta"
"1393",1489,"A tiempo parcial","Soltero",NA,1,"0",19,"Abril","Aries",12,"Medio","Medio","Medio","Hombre","Blanca","$4000-4999","$4000-4999",NA,NA,NA,"Simpatizante Demócrata","Ha votado","Moderado","A Favor","En Contra","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,1,"No me gusta","No me gusta","Me gusta mucho","Me gusta a ratos","Me disgusta","Me gusta a ratos","Me disgusta","Me gusta a ratos","Me disgusta","Me disgusta","Me gusta a ratos","Sí","No","Raramente","Nunca","Nunca","Completamente cierto","2 Compañeros","2-3 veces al mes",NA,"50,5",1974,"24,999 o menos","Sin Bachillerato","18-29","Moderado",NA,"No","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"1394",1490,"A tiempo completo","Viudo",19,0,"3",62,"Septiembre","Virgo",18,"Licenciado","Licenciado","Diploma universitario","Mujer","Blanca","$75000+","$40000-49999",NA,NA,NA,"Simpatizante Republicano","Ha votado","Moderado","A Favor","A Favor","En Contra","Católico","Excitante",NA,NA,NA,NA,NA,NA,2,"Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta mucho","Me gusta","Me disgusta","Me disgusta","Sí","Sí","Varios días al mes","Diariamente","Raramente",NA,"Ninguno","Ninguna",NA,"51,8",1931,"60,000 o más","Bachiller","50+","Moderado",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta"
"1395",1491,"A tiempo completo","Casado",29,8,"3",47,"Enero","Capricornio",12,"Medio","Elemental","Elemental","Hombre","Blanca","$35000-39999","$30000-34999",NA,NA,NA,"Republicano","Ha votado","Ligeramente conservador","A Favor",NA,"En Contra","Católico",NA,"Tantos como se quiera","Completamente en Desacuerdo","A Favor","En Desacuerdo","No","Diariamente",2,"Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","No me gusta","Me gusta a ratos","Me gusta a ratos","No me gusta","No me gusta","Sí","No","Varios días a la semana","Diariamente","Raramente","Probablemente falso","1 Compañero","2-3 veces al mes","Casa propia","43,2",1946,"25,000 - 39,999","Sin Bachillerato","40-49","Tendencia conservadora",NA,"Sí","Me gusta","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"1396",1492,"A tiempo completo","Viudo",23,9,"5",51,"Agosto","Leo",12,"Medio","Elemental","Elemental","Mujer","Negra","$7000-7999","$7000-7999",NA,NA,NA,"Demócrata Militante","Ha votado","Liberal","A Favor","A Favor","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,2,"Me gusta","Me gusta","Me gusta","Me gusta",NA,"Me gusta","Me gusta a ratos","Me gusta",NA,"Me gusta a ratos","No me gusta","No","No","Varios días al mes","Diariamente","Raramente","Completamente falso","1 Compañero","2-3 veces al mes",NA,"39,9",1942,"24,999 o menos","Sin Bachillerato","50+","Liberal",NA,"No","Me gusta","Me gusta","Me gusta a ratos","Me gusta"
"1397",1494,"Ama de casa","Viudo",17,6,"5",68,"Julio","Cáncer",6,"Elemental","Elemental","Elemental","Mujer","Negra","$3000-3999",NA,NA,NA,NA,"Demócrata Militante","Ha votado","Moderado","En Contra",NA,"En Contra","Protestante",NA,"4","En Desacuerdo","En Contra","De Acuerdo","No","Varios días a la semana",3,"No me gusta","No me gusta","No me gusta","Me gusta mucho","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","Sí","No","Varios días al mes","Varios días al mes","Varios días al mes","Completamente falso","Ninguno","Ninguna","Casa propia","25,3",1925,"24,999 o menos","Sin Bachillerato","50+","Moderado",NA,"No","Me disgusta","Me disgusta","Me disgusta","Me gusta"
"1398",1495,"Ama de casa","Separado",17,3,"Ocho o más",58,"Septiembre","Virgo",12,"Medio",NA,"Elemental","Mujer","Negra","$3000-3999",NA,NA,NA,NA,"Demócrata Militante","Ha votado","Moderado","En Contra","A Favor",NA,"Protestante","Aburrida","2","Completamente en Desacuerdo","A Favor","De Acuerdo","No","Diariamente",1,"Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Sí","No","Nunca","Diariamente","Nunca",NA,"1 Compañero","Una vez a la semana","En alquiler","22,5",1935,"24,999 o menos","Sin Bachillerato","50+","Moderado",NA,"No","Me gusta","Me gusta","Me gusta","Me gusta"
"1399",1496,"Ama de casa","Viudo",16,8,"Ocho o más",62,"Noviembre","Sagitario",9,"Elemental",NA,NA,"Mujer","Negra","$4000-4999",NA,NA,NA,NA,"Demócrata","Ha votado","Moderado","A Favor","A Favor","En Contra","Protestante","Rutinaria",NA,NA,NA,NA,NA,NA,1,NA,"No me gusta","Me gusta","Me gusta","No me gusta","Me gusta","No me gusta","Me gusta","No me gusta","Me gusta","No me gusta","No","No","Varios días a la semana","Varios días a la semana","Raramente","Completamente falso","Ninguno","Ninguna",NA,"17,1",1931,"24,999 o menos","Sin Bachillerato","50+","Moderado",NA,"No","Me gusta","Me gusta","Me gusta","Me gusta"
"1400",1497,"Ama de casa","Divorciado",15,3,"4",50,"Mayo","Géminis",10,"Medio","Elemental","Elemental","Mujer","Blanca","$5000-5999","$5000-5999",NA,NA,NA,"Independiente","No ha votado","Moderado","En Contra",NA,"En Contra","Protestante",NA,"2","De Acuerdo","En Contra","De Acuerdo","No","Varios días a la semana",0,"Me gusta a ratos","Me gusta","Me gusta","Me gusta","No me gusta","No me gusta","Me gusta a ratos","No me gusta","No me gusta","No me gusta","No me gusta","No","No","Varios días al mes","Diariamente","Varios días al mes",NA,"2 Compañeros","Una vez al mes","En alquiler","17,1",1943,"24,999 o menos","Sin Bachillerato","50+","Moderado",NA,"No","Me disgusta","Me disgusta","Me disgusta","Me gusta"
"1401",1498,"A tiempo completo","Casado",18,4,"2",35,"Octubre","Libra",12,"Medio","Medio","Elemental","Mujer","Blanca","$40000-49999","$3000-3999",NA,NA,NA,"Republicano","Ha votado","Moderado","A Favor","A Favor","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,1,NA,NA,"Me gusta",NA,NA,"Me gusta","Me gusta","Me gusta a ratos","No me gusta","Me gusta a ratos","Me disgusta","Sí","No","Varios días a la semana","Diariamente","Nunca","Completamente falso","1 Compañero","2-3 veces a la semana",NA,"37,9",1958,"40,000 - 59,999","Sin Bachillerato","30-39","Moderado",NA,"Sí","Me gusta","Me gusta a ratos","Me gusta a ratos",NA
"1402",1499,"Retirado","Divorciado",27,8,"2",66,"Enero","Acuario",8,"Elemental","Elemental",NA,"Hombre","Blanca","$15000-17499",NA,NA,NA,NA,"Demócrata Militante","No ha votado","Moderado","A Favor","En Contra",NA,"Ninguna","Aburrida","1","Completamenete de Acuerdo","A Favor","De Acuerdo","No","Una vez a la semana",24,"Me gusta","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me gusta a ratos",NA,"Me disgusta","Me disgusta","No","No","Varios días a la semana","Varios días a la semana","Varios días a la semana","Completamente falso","Ninguno","Ninguna","Casa propia",NA,1927,"24,999 o menos","Sin Bachillerato","50+","Moderado",NA,"No","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta"
